b'basic information',b'description'
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/21/2017 05:00  (Entered as : 1/21/2017 05:00)<BR>Reported: 1/21/2017 4:49:54 AM 04:49<BR>Posted: 1/26/2017<BR>Location: Tulsa, OK<BR>Shape: Unknown<BR>Duration:1.5 hours</FONT></TD>'","b""COLOR=#000000>Large almost stationary distant object with white and blinking red lights<BR><BR>Noticed an extraordinarily bright star NE of my location; after several seconds of watching it, the star appeared to be blinking.  Figured it was a distant airplane.<BR><BR>Some minutes later, I looked again, the object appeared stationary.  After several more minutes, same thing.  The blinking was intriguing, so I grabbed my binoculars.<BR><BR>I braced the binoculars against a door to get a steady focus.  The object appeared to be a string of horizontal lights, with red lights blinking somewhere along the middle and another on the left end.  Figured it was a very distant jet, and the sighting was occluded by atmospheric conditions.<BR><BR>Over the space of about 45 minutes, the apparent direction of travel was to the east and it may have been moving with the earth\\'s rotation.  Thinking it was a planet (unlikely, as it was well to the north), I double checked with &quot;in-the-sky.org.&quot;  All of the planets were eliminated as an explanation.<BR><BR>After a total of about 90 minutes, I went back to look again and the object had moved well north and slightly west of its previous position.  Another look through the binoculars provided pretty much the same description, with the possible exception of a gap in the lights.<BR><BR>As I type this, it is moving below the tree line out sight in the general direction of Wichita, Kansas.</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/21/2017 04:00  (Entered as : 012117 04:00)<BR>Reported: 1/21/2017 2:04:56 AM 02:04<BR>Posted: 1/26/2017<BR>Location: Plantation, FL<BR>Shape: Unknown<BR>Duration:60+ minutes</FONT></TD>'","b'COLOR=#000000>appears to be 3 unmoving objects with multi colored flashing lights high up over south Florida<BR><BR>Seen from Miami from the south, guessing approx. city it could be over.  Green/red/white and maybe blue lights blinking on/off and all around rapidly and constantly.  Lights do not appear to be moving at all - not moving closer or further away and do not appear to be moving left to right or up or down.  Looking with binoculars too.  Bright, rapidly flashing lights appear to be sitting still high up in the sky, approx. 30 degrees off the horizon.  Cannot tell shape of vehicle.  Smaller aircraft have come and gone by.  Object has not moved and continues to blink like a disco ball.  Airplanes have been heard passing by.  Clear night.  Just noticed 2 additional similar objects super high up with bright flashing colored lights.  One over maybe Hialeah and one over ocean to the east off sunny isles.<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/21/2017 02:00  (Entered as : 1/21/17 2:00)<BR>Reported: 1/23/2017 3:34:52 PM 15:34<BR>Posted: 1/26/2017<BR>Location: Guilford, CT<BR>Shape: Circle<BR>Duration:1</FONT></TD>'","b""COLOR=#000000>There are round shapes burned into the grass in a field near my house  They are visible from google earth and show up in every secluded field in town.<BR><BR>There are hundreds of them. I would be happy to show you and send some pictures I have taken.<BR><BR>2 years ago I saw what looked like a gray saucer leaving from this area.<BR><BR>Happy hunting.<BR><BR><BR>((NUFORC Note:  Source of report provides aerial photos, which indicate modest circular marks, but they don\\'t appear to us to be authentic crop formations.  PD))</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/20/2017 20:19  (Entered as : 1.20. 2017 20:19)<BR>Reported: 1/20/2017 7:37:45 PM 19:37<BR>Posted: 1/26/2017<BR>Location: Cocoa, FL<BR>Shape: Circle<BR>Duration:3.30 minutes</FONT></TD>'","b'COLOR=#000000>1.20.17 8.19pm Cocoa, Florida  <BR><BR>Two bright orange orbs/globes, travelling S. to N. slow at first then separating slightly and appearing larger when overhead.  Two observers on screen porch with a good view of sky.  Clear sky.<BR><BR>NOTE:  Atlas rocket launch from Cape Canaveral at 7:42pm.<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/20/2017 20:15  (Entered as : 01/20/2017 20:15)<BR>Reported: 1/20/2017 6:29:24 PM 18:29<BR>Posted: 1/26/2017<BR>Location: Orlando, FL<BR>Shape: Sphere<BR>Duration:20 minutes</FONT></TD>'","b'COLOR=#000000>Orange fireballs over Orlando after satellite launch.<BR><BR>Around 8:15 pm, my uncle and I were in my back yard talking after watching a rocket launch at Cape Canaveral through our binoculars at about 7:42 pm.  We witnessed wave after wave of orange flame like balls of light coming from the west and heading east northeast.  They first started going over in pairs and then the rest were staggered.  <BR><BR>Objects appeared to be moving at around 800 to 1000 mph at about three thousand feet altitude.  On some of the objects the flame would go dim but you could still see a blue glow around the object and track it across the sky.  The objects made no noise and were probably five miles to the north of us as they crossed the sky.  <BR><BR>I am a ten year naval aviation veteran and my uncle is a retired airforce veteran.  Neither one of us has ever seen anything like that before.</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/20/2017 19:30  (Entered as : 01/20/17 19:30)<BR>Reported: 1/20/2017 7:17:53 PM 19:17<BR>Posted: 1/26/2017<BR>Location: Deland, FL<BR>Shape: Fireball<BR>Duration:~1 minute</FONT></TD>'","b""COLOR=#000000>Fire Ball in sky shuts off, then reignites.<BR><BR>My wife and I were exiting I-4 at the State Road 44 exit heading into Deland for dinner.  As we were on the on ramp directly ahead of us above Volusia County Fair Grounds we observed a fireball.<BR><BR>As I was driving I was being careful to watch the road while we observed it. The object was orange like a camp fires flame.  It appeared round in shape. I mentioned to my wife it may have been a Chinese lantern, but it moved too quick to be a lantern, yet too slow to be a meteor.<BR><BR>As we continued to watch it, it appeared to extinguish itself for a moment, but not completely.  A few seconds after it \\'extinguished\\' itself it reappeared as bright as it was when we initially spotted it.  We lost sight of it as we merged with traffic on State Road 44- it was now behind us.  We pulled over as soon as it was safe to see if we could get a better view but we could not find it again.<BR><BR>There was a light aircraft flying in the area, but no where near and at a different heading that of our mystery object.<BR><BR><BR>((NUFORC Note:  Sighting of 2nd stage ignition of missile launch at 1942 hrs. (Eastern).  PD))</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/20/2017 14:00  (Entered as : 01/20/17 14:00)<BR>Reported: 1/20/2017 12:20:49 PM 12:20<BR>Posted: 1/26/2017<BR>Location: Fayetteville, NC<BR>Shape: Sphere<BR>Duration:5 minutes</FONT></TD>'",b'COLOR=#000000>7 sphere like objects that reflected the sunlight off its surface seen in western part of sky in a circle formation.  Appear to be going in a circle than disappearing in clouds.</FONT></TD>'
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/20/2017 05:45  (Entered as : 01/20/2017)<BR>Reported: 2/18/2017 12:37:26 PM 12:37<BR>Posted: 2/22/2017<BR>Location: Long Beach, MS<BR>Shape: Light<BR>Duration:Few minutes</FONT></TD>'","b""COLOR=#000000>Were they satellites, drones or something else?  This morning, around 5:45 a.m., when my son and I were standing in my driveway and we were about to get in my truck, so I could take him to work, he said &quot;Look.....there\\'s a satellite .&quot;  I looked up and sure enough we could see a light above us that was about the size of Venus  It was moving slowly, but then it stopped nearly right above us.  <BR><BR>Then I noticed another light moving, however much, much smaller and it stopped as well.  Then both began moving again.  We couldn\\'t continue to watch them since he would have been late for work.  This isn\\'t the first time some kind of object \\'hovered\\' above my property.  The last time it was daylight and there was a witness standing beside me this time too.  The object was triangle in shape, the right and left side the same length and the bottom shorter than the 2 sides.  It also appeared to be somewhat transparent...kind of a silver / grey color.  I turned my eyes away fr! om it for a moment, and when I looked back up, it had disappeared.  I guess we had watched it for about 2-3 minutes.  Kind of makes you think someone is spying on you.</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/19/2017 22:00  (Entered as : 01192017 22:00)<BR>Reported: 1/20/2017 8:29:29 AM 08:29<BR>Posted: 1/26/2017<BR>Location: Fort Lauderdale, FL<BR>Shape: Light<BR>Duration:5 minutes</FONT></TD>'","b'COLOR=#000000>Moving slowly from South to North along FTL Beach, bright red lights glided quietly without sound in plain sight.  I looked through binoculars to see better.  Only Red/Orange light was visible no shape.<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/19/2017 21:25  (Entered as : 01/19/17 21:25)<BR>Reported: 1/19/2017 7:49:59 PM 19:49<BR>Posted: 1/26/2017<BR>Location: Franklinton, LA<BR>Shape: Triangle<BR>Duration:5 minutes</FONT></TD>'",b'COLOR=#000000>Saw two red lights with lights projected upward to make a triangular shape.  Was positioned in the sky at top of trees in a stationary position for approximately 5 minutes.<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>'
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/19/2017 20:45  (Entered as : 01/19/17 20:45)<BR>Reported: 1/19/2017 7:52:32 PM 19:52<BR>Posted: 1/26/2017<BR>Location: Summerfield, FL<BR>Shape: Light<BR>Duration:45 minutes</FONT></TD>'","b'COLOR=#000000>Star Bright Lights, Orange, red fire<BR><BR>My first sighting was on 1/18, around 8pm to walk my dogs, I saw a star bright light to the West of my home.  I thought it was the North star, I watched it as it flickered from bright to dim.  At 10pm I went back out and it was gone.  I thought nothing of it.<BR><BR>1/19 -8:45 pm &#8211; I went outside to walk the dogs again, same light star bright flickering in the same spot, it was bright, then dim, to dull with a hue, I went and got my cell phone to take a picture after 3 photos, my phone went dead, shut off.  I went to get the binoculars and my sister to see what she thinks.<BR><BR>Thru the naked eye you really didn&#8217;t see much movement, it looked like it was moving but the light was so bright moving in and out, you were memorized.  But thru the binoculars, we saw  red/orange like fire, it rotated, zig zagged, with several bright lights, moving top to bottom, circular motions, around 9:30pm it disappeared slowly to the South West.<BR><BR><BR>((NUFORC Note:  We suspect a sighting of Venus or Sirius.  PD))<BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/19/2017 19:00  (Entered as : 19:00)<BR>Reported: 1/19/2017 5:06:59 PM 17:06<BR>Posted: 1/19/2017<BR>Location: Skillman, NJ<BR>Shape: Formation<BR>Duration:10 minutes ?</FONT></TD>'","b""COLOR=#000000>6 perfectly vertically aligned lights hovering after coming  from different directions.<BR><BR>Night sky. Looked like 6 planes converging as though they were going to crash.  <BR><BR>Then they lined up vertically with perfect spacing in between them and hovered for at least 10 minutes.  <BR><BR>I was driving so I don\\'t know how long they stayed there.<BR><BR><BR>((NUFORC Note:  We spoke via telephone with the witness, and she sounded to us to be quite responsible.  We suspect that she is a reliable witness.  PD))</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/19/2017 18:05  (Entered as : 01/19/17 18:05)<BR>Reported: 1/19/2017 5:42:47 PM 17:42<BR>Posted: 1/26/2017<BR>Location: Lincoln, NM<BR>Shape: Fireball<BR>Duration:5 minutes</FONT></TD>'","b'COLOR=#000000>500  orbs being chased by a jet.<BR><BR>Around 18:00, I and another were sitting inside, and started to hear the sound of possible two jet plans.  As the noise grew louder so did our suspision and we proceeded outside.  As we looked up we were unable to see any jets in the sky as they sounded directly above us.  <BR><BR>Looking towards the south-east a glow of several orbs appeard very faint roughly 12.  Over the next few minutes the orbs grew in intensity as more appeared.  Roughly 500-1000 appeared and disappeared as we watched.  There seemed to be no more then 50 at a time.  Movement was slow and looked at first to fall but then recover and fly higher as the light would fade then repeate.  The lights continued but our view was interrupted by the mountain.  My feeling was that the lights were very high in the atmosphere compared to the low flying jet or jets.<BR><BR><BR>((NUFORC Note:  We have not spoken yet with the source of this report, but we hope to do so.  Also, we plan to contact the local press in the vicinity of Lincon, NM, to attempt to verify the claims above.  PD))<BR><BR>((NUFORC Note:  We finally spoke with the source of the report, and he assured us that it is legitimate.  We would welcome additional reports, in order to corroborate the alleged sighting.  PD))</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/19/2017 18:00  (Entered as : 11/19/17 18:00)<BR>Reported: 1/20/2017 3:15:55 AM 03:15<BR>Posted: 1/26/2017<BR>Location: Walnut Creek, CA<BR>Shape: Circle<BR>Duration:20 seconds</FONT></TD>'","b'COLOR=#000000>Large Red Object.<BR><BR>My husband and I saw what appeared to be a large, glowing red object in the sky.  It was very high and very far away.  It was completely still for about 10 seconds.  Then it flashed on and off, then back on.  <BR><BR>Then it moved very quickly side to side, then off again and disappeared.  <BR><BR>We saw a large airplane in the same area about 4 minutes later.</FONT></TD>'"
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/19/2017 06:10  (Entered as : 01/19/27 6:10)<BR>Reported: 1/19/2017 6:32:26 PM 18:32<BR>Posted: 1/26/2017<BR>Location: Long Beach, CA<BR>Shape: Fireball<BR>Duration:1 minute</FONT></TD>'","b""COLOR=#000000>Object was going down really fast like a shooting star, but with a frontal metallic circle, and it disappeared in mid air.<BR><BR>It looked like a shooting star going down really fast, but with a frontal metallic circle, and it disappeared completely mid air.  <BR><BR>I was driving on the 710 South freeway heading home towards PCH.  Didn\\'t have time to capture but open my eyes and observe.  <BR><BR>Then 2 drones appeared and hovered over the area the UFO disappeared to, either to investigate/confuse whoever had viewed it.<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/19/2017 02:28  (Entered as : 01/19/17 2:28)<BR>Reported: 1/19/2017 12:36:08 AM 00:36<BR>Posted: 1/19/2017<BR>Location: Minneapolis, MN<BR>Shape: Cigar<BR>Duration:30 minutes</FONT></TD>'",b'COLOR=#000000>Interesting sighting over Uptown Minneapolis.<BR><BR>One craft with two bright lights.  Seemed to hover in one area until it finally shot straight up a disappeared from sight.  Thought it could of been a drone or helicopter by the way it was behaving until it went straight up a faster then any craft I could imagine.</FONT></TD>'
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/18/2017 23:30  (Entered as : 01/18/17 23:30)<BR>Reported: 1/19/2017 10:12:24 AM 10:12<BR>Posted: 1/19/2017<BR>Location: Fort Collins, CO<BR>Shape: Chevron<BR>Duration:5-10 seconds</FONT></TD>'","b""COLOR=#000000>Green lights in Chevron form flying over Fort Collins, CO.<BR><BR>I was letting my roommate\\'s dog outside, when I saw a group of fluorescent green lights in the form of a chevron.  This was observed a few minutes after 23:30 MST approximately 4 blocks south of CSU Fort Collins campus.  The event lasted for 5 to 10 seconds.  It was a clear night with no clouds, stars were visible.  I was the only witness who saw this. I am a senior at Colorado State studying Civil Engineering and have a good understanding of physics, optics, and trigonometry.<BR><BR>There were 5 to 7 lights in the formation, and were first seen 20 to 30 degrees above the horizon. I was looking south when I first sighted them, and watched them move north almost directly overhead; they were 20 degrees from vertical to the east of me.  As the chevron passed over head, it started accelerating and gaining altitude, before the lights disappeared 40 to 50 degrees above the horizon looking north.  The lights were observed for a total of 100 to 120 degrees in the sky.  As the lights passed from south to north, they changed shape from a chevron into a straight line.  I live on a N-S-E-W street grid, and I can determine that the lights were traveling within 10 degrees of the N-S axis.<BR><BR>From the observation point, the lights appeared relatively small, but much larger than a star.  The individual lights were round, with a hazy edge and appeared to be about 1/6 the size of the moon.  The chevron formation had a span of 3 moons, and stayed approximately this size for the entire duration, as they changed shape.  As the object passed overhead, it made no sounds.  The dog I was letting out did not respond to the event.<BR><BR><BR>((NUFORC Note:  We spoke via telephone with the witness, and we found him to be eloquent, and sober-minded.  In part, because of his technical training, we suspect he is a very capable witness.  He has submitted a very nice graphic, which illustrates the sighting, and which is posted to the NUFORC website.  PD))</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/18/2017 22:30  (Entered as : 01/18/17 22:30)<BR>Reported: 1/19/2017 8:01:51 AM 08:01<BR>Posted: 1/19/2017<BR>Location: Chicago, IL<BR>Shape: Triangle<BR>Duration:30 seconds</FONT></TD>'","b""COLOR=#000000>Triangle Shaped Dark Craft w/ 3 lights in the corners.<BR><BR>I was looking up at the stars whilst sitting on my deck and thinking about light pollution.  I had to block the street lights from view and their orange glow to see the stars but they were still very clear for Chicago, and then as I was staring at the constellation Orion and Sirius, three red lights in a triangle shape with a dark barely visible frame or body above them began passing through what looked like fairly low altitude and mostly opaque clouds right in the left and center of my field of view.<BR><BR>They seemed to appear out of nowhere and the craft appeared to be very large (about 1.5&quot; from my perspective and I\\'d estimate that it was at an altitude of 10,000 ft and approximately 10 miles away from me).<BR><BR>It moved forward slowly bearing east to west and then only slightly but immediately it elevated and then went back down in altitude, it shifted speeds and altitudes as it passed into the orange glow reflecting up from the city.  I tried to take out my phone camera but it was too late and I was too affixed during the incident to break my focus.</FONT></TD>"""
"b'COLOR=#000000><CAPTION><B>National UFO Reporting Center</B></CAPTION></FONT>\\r\\n\\r\\n<THEAD>\\r\\n<TR>\\r\\n<TH BGCOLOR=#c0c0c0 BORDERCOLOR=#000000 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Sighting Report</FONT></TH>\\r\\n\\r\\n</TR>\\r\\n</THEAD>\\r\\n<TBODY>\\r\\n<TR VALIGN=TOP>\\r\\n<TD BORDERCOLOR=#d0d7e5 ><FONT style=FONT-SIZE:11pt FACE=""Calibri"" COLOR=#000000>Occurred : 1/18/2017 21:50  (Entered as : 1/18/17 9:50 PM)<BR>Reported: 1/18/2017 5:40:59 PM 17:40<BR>Posted: 1/19/2017<BR>Location: Truro (Nova Scotia)(Canada), NS<BR>Shape: Triangle<BR>Duration:1-2 minutes</FONT></TD>'","b'COLOR=#000000>Triangle light form, silent, slow and strange<BR><BR>I witnessed a strange triangular object I could not see the absolute shape of this object due to the sky being dark, but it had three lights of the same color in a triangle formation, with a pulsing red light in the middle.<BR><BR>this object moved at a relatively slow speed and appeared to travel in a straight path with strange erratic changes in speed.  It also appeared to be relatively low to the ground, as i could almost move around it.  this object was extremely quiet but i thought i could here a faint spontaneously changing frequency that was non-natural and purposeless.<BR><BR><BR>((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))</FONT></TD>'"
